Book_ID,Authors,Publication_Year,Title,title,language_code,average_rating,Ratings_Count,Total_Ratings,Text_Reviews,One_Star_Ratings,Two_Star_Ratings,Three_Star_Ratings,Four_Star_Ratings,Five_Star_Ratings
4088,Stephenie Meyer,2011.0,The Twilight Saga: The Official Guide,"The Twilight Saga: The Official Illustrated Guide (Twilight, #4.5)",en-US,4.23,24065,25092,851,631,1246,4040,5055,14120
4092,Megan McCafferty,2001.0,"Sloppy Firsts (Jessica Darling, #1)","Sloppy Firsts (Jessica Darling, #1)",eng,3.94,31757,32540,1822,881,1978,6964,11000,11717
4093,Matthew Quick,2013.0,"Forgive Me, Leonard Peacock","Forgive Me, Leonard Peacock",eng,3.93,27647,31077,4658,627,1848,6689,11947,9966
4094,Richard Peck,1998.0,A Long Way From Chicago,"A Long Way from Chicago (A Long Way from Chicago, #1)",eng,3.92,27642,28541,2041,834,1790,6251,9708,9958
4097,"Mariko Tamaki, Jillian Tamaki",2014.0,This One Summer,This One Summer,eng,3.67,29592,31965,3529,1588,2775,8554,10589,8459
4114,Lisi Harrison,2004.0,"The Clique (The Clique, #1)","The Clique (The Clique, #1)",en-GB,3.6,27783,28457,2359,1725,3465,7748,7084,8435
4125,Cinda Williams Chima,2008.0,The Dragon Heir,"The Dragon Heir (The Heir Chronicles, #3)",eng,4.14,28845,29869,1067,335,1034,5354,10414,12732
4126,Ellen Hopkins,2010.0,"Fallout (Crank, #3)","Fallout (Crank, #3)",eng,4.29,25592,26362,1448,187,882,3920,7580,13793
4132,Darren Shan,2000.0,"Tunnels of Blood (Cirque du Freak, #3) ","Tunnels of Blood (Cirque Du Freak, #3)",,4.14,26287,28733,843,169,1028,5687,9497,12352
4135,Michelle Hodkin,2014.0,The Retribution of Mara Dyer,"The Retribution of Mara Dyer (Mara Dyer, #3)",eng,4.14,35910,38229,5714,570,1973,6560,11567,17559
4142,Ally Carter,2011.0,Uncommon Criminals,"Uncommon Criminals (Heist Society, #2)",,4.15,35104,36383,2180,461,1112,6353,13169,15288
4143,Kasie West,2014.0,On the Fence,On the Fence,eng,4.04,30934,32599,3716,432,1372,6826,11660,12309
4145,Jerry Spinelli,2007.0,"Love, Stargirl","Love, Stargirl (Stargirl, #2)",,3.8,30515,32275,2796,762,2663,8542,10466,9842
4156,Rachel Vincent,2009.0,My Soul to Take,"My Soul to Take (Soul Screamers, #1)",eng,3.88,35680,37630,2547,1161,2509,8707,12385,12868
4158,Brodi Ashton,2012.0,Everneath,"Everneath (Everneath, #1)",en-US,3.76,36153,38028,4343,1515,3361,9397,12189,11566
4165,Kasie West,2015.0,Fill-in boyfrined,The Fill-In Boyfriend,eng,3.92,31656,33366,4302,735,1916,7599,12148,10968
4166,Meg Rosoff,2004.0,How I Live Now,How I Live Now,eng,3.58,28896,33294,4131,1558,3696,9438,11055,7547
4167,Garth Nix,2003.0,Mister Monday,"Mister Monday (The Keys to the Kingdom, #1)",eng,3.77,28430,30722,1314,652,2230,8604,11221,8015
4188,Karen Cushman,1994.0,"Catherine, Called Birdy","Catherine, Called Birdy",eng,3.7,31185,33034,1330,1043,2747,9642,11289,8313
4193,Rae Carson,2012.0,The Crown of Embers,"The Crown of Embers (Fire and Thorns, #2)",eng,4.2,32885,35272,2864,529,1014,5117,12931,15681
4194,Tamora Pierce,2000.0,Page ,"Page (Protector of the Small, #2)",eng,4.22,33405,36330,591,145,914,6179,12607,16485
4195,Kiera Cass,2014.0,The Guard,"The Guard (The Selection, #2.5)",eng,3.75,32401,34837,2017,751,3205,10414,9995,10472
4196,"Esther Forbes, Lynd Ward",1943.0,Johnny Tremain,Johnny Tremain,en-US,3.62,30157,32906,1862,1656,3059,9461,10831,7899
4204,Aprilynne Pike,2009.0,Spells,"Spells (Wings, #2)",en-US,3.99,34331,36223,1924,612,2047,8138,11888,13538
4214,Linda Sue Park,2001.0,A Single Shard,A Single Shard,eng,3.87,27345,28532,2059,896,1874,6499,10138,9125
4223,Melissa Marr,2010.0,Radiant Shadows,"Radiant Shadows (Wicked Lovely, #4)",en-US,3.97,33385,34440,1338,732,2155,7625,10832,13096
4226,Veronica Rossi,2014.0,Into the Still Blue,"Into the Still Blue (Under the Never Sky, #3)",eng,4.17,33983,37218,3532,472,1199,5929,13613,16005
4230,D.J. MacHale,2003.0,The Lost City of Faar,"The Lost City of Faar (Pendragon, #2)",eng,4.16,25401,26256,605,229,862,4722,9063,11380
4233,Shannon Hale,2004.0,Enna Burning,"Enna Burning (The Books of Bayern, #2)",eng,3.97,31710,33826,3375,279,1481,7973,13440,10653
4234,Meg Cabot,2005.0,Twilight,"Twilight (The Mediator, #6)",eng,4.26,32489,34286,979,245,982,5446,10693,16920
4236,"Beverly Cleary, Paul O. Zelinsky",1983.0,Dear Mr. Henshaw,"Dear Mr. Henshaw (Leigh Botts, #1)",eng,3.7,28979,29801,1248,917,2594,8946,9385,7959
4255,Sabaa Tahir,2016.0,A Torch Against the Night,"A Torch Against the Night (An Ember in the Ashes, #2)",eng,4.34,30535,35094,5543,164,690,3782,12809,17649
4256,Gary D. Schmidt,2007.0,The Wednesday Wars,The Wednesday Wars,eng,4.06,26847,28812,4870,615,1354,4959,10715,11169
4275,Lloyd Alexander,1967.0,Taran Wanderer,Taran Wanderer (The Chronicles of Prydain #4),eng,4.14,29544,30932,781,277,901,5789,11319,12646
4279,Susan Beth Pfeffer,2008.0,The Dead and the Gone,"The Dead and the Gone (Last Survivors, #2)",en-US,3.84,28910,31088,2987,564,2027,8381,11015,9101
4288,Jennifer Donnelly,2003.0,A Northern Light,A Northern Light,en-US,3.83,29018,32172,3111,651,2080,8217,12474,8750
4297,Harry Gregson-Williams,2006.0,"The Chronicles of Narnia: The Lion, the Witch and The Wardrobe (Sheet Music)","Piano/Vocal/Guitar Sheet Music: The Chronicles of Narnia: The Lion, the Witch and The Wardrobe",,4.32,17866,17876,187,243,369,2523,5045,9696
4299,Marie Rutkoski,2015.0,The Winner's Crime,"The Winner's Crime (The Winner's Trilogy, #2)",eng,4.17,31721,37404,5847,386,1102,5643,14970,15303
4311,Margaret Peterson Haddix,1999.0,Just Ella,"Just Ella (The Palace Chronicles, #1)",eng,3.75,27884,31083,1439,746,2609,8885,10342,8501
4314,Kate Brian,2005.0,Megan Meade's Guide to the McGowan Boys,Megan Meade's Guide to the McGowan Boys,en-US,3.93,29726,30877,1362,583,1999,7299,9973,11023
4318,Patrick Ness,2013.0,More Than This,More Than This,eng,4.03,21512,30720,5247,514,1530,5596,11836,11244
4329,Jonathan Maberry,2010.0,Rot & Ruin,"Rot & Ruin (Rot & Ruin, #1)",eng,4.1,25526,28111,3291,698,1210,4529,9815,11859
4339,Colleen Houck,2011.0,Tiger's Quest,"Tiger's Quest (The Tiger Saga, #2)",en-US,4.34,28303,31309,2691,522,1047,3641,8091,18008
4343,Anna Godbersen,2008.0,Rumors,"Rumors (Luxe, #2)",en-US,3.85,31018,33468,1772,620,2269,8739,11627,10213
4345,Meg Cabot,2002.0,"Princess in Waiting (The Princess Diaries, #4)","Princess in Waiting (The Princess Diaries, #4)",eng,3.66,33327,36292,844,572,3240,12756,11209,8515
4350,Claudia Gray,2014.0,A Thousand Pieces of You,"A Thousand Pieces of You (Firebird, #1)",eng,3.94,28422,31985,5563,797,1884,6585,11984,10735
4351,Patricia Reilly Giff,2002.0,Pictures of Hollis Woods,Pictures of Hollis Woods,eng,4.0,23708,24372,1699,391,1192,5315,8672,8802
4355,Heather Brewer,2007.0,The Chronicles of Vladimir Tod: Eighth Grade Bites,"Eighth Grade Bites (The Chronicles of Vladimir Tod, #1)",en-US,3.92,28119,31398,2604,916,2319,7195,8802,12166
4357,Annette Curtis Klause,1997.0,Blood and Chocolate,Blood and Chocolate,en-US,3.77,33500,34858,2055,1181,3254,8888,10566,10969
4372,Barry Lyga,2012.0,I Hunt Killers,"I Hunt Killers (Jasper Dent, #1)",en-CA,4.02,25487,26849,3349,683,1303,5049,9641,10173
4381,Nicola Yoon,2016.0,The Sun Is Also a Star,The Sun Is Also a Star,eng,4.14,42363,46465,8878,564,1783,7414,17406,19298
4393,Bree Despain,2009.0,The Dark Divine,"The Dark Divine (The Dark Divine, #1)",eng,3.81,33209,34463,2473,1294,2972,8340,10349,11508
4396,"Patricia C. Wrede, Peter de Sève",1993.0,Unknown,"Calling on Dragons (Enchanted Forest Chronicles, #3)",en-US,4.2,33925,35027,570,453,1051,6040,11137,16346
4408,Josephine Angelini,2012.0,Dreamless,"Dreamless (Starcrossed, #2)",eng,4.2,30424,33819,2230,441,1172,5207,11322,15677
4424,Sherrilyn Kenyon,2010.0,inf,"Infinity (Chronicles of Nick, #1)",en-US,4.04,31598,34312,2731,948,1904,6253,10769,14438
4436,Sara Shepard,2011.0,Twisted,"Twisted (Pretty Little Liars, #9)",en-US,4.05,24251,25519,1159,433,1422,5342,7504,10818
4445,Lloyd Alexander,1966.0,The Castle of Llyr,The Castle of Llyr (The Chronicles of Prydain #3),eng,4.07,27425,28880,738,197,718,6299,11196,10470
4446,Rachel Caine,2009.0,Fade Out,"Fade Out (The Morganville Vampires, #7)",en-US,4.2,32918,34915,854,263,1052,6319,11057,16224
4456,Lauren Kate,2012.0,Fallen in Love,"Fallen in Love (Fallen, #3.5)",eng,3.77,30759,33324,1652,1069,3330,8977,8737,11211
4458,D.J. MacHale,2003.0,The Never War,"The Never War (Pendragon, #3)",eng,4.12,24219,25245,474,266,914,4836,8727,10502
4460,Brian Jacques,1990.0,Mattimeo,"Mattimeo (Redwall, #3)",eng,4.02,26345,27627,376,128,852,6515,10904,9228
4474,Sally Green,2014.0,Half Bad,"Half Bad (The Half Bad Trilogy, #1)",eng,3.8,26913,33104,5550,819,2377,8114,12925,8869
4476,"William H. Armstrong, James Barkley",1969.0,Sounder,Sounder,en-US,3.96,24061,24800,919,489,1354,5723,8227,9007
4492,"Scott Westerfeld, Keith Thompson",2010.0,Behemoth,"Behemoth (Leviathan, #2)",en-US,4.18,30049,31954,2449,305,734,4949,12761,13205
4514,Darren Shan,2001.0,"Vampire Mountain (Cirque du Freak, #4) ","Vampire Mountain (Cirque Du Freak, #4)",eng,4.16,23847,25972,665,150,906,4915,8573,11428
4525,Elizabeth George Speare,1983.0,The Sign of the Beaver,The Sign of the Beaver,eng,3.77,20450,25600,1317,728,1976,6936,8879,7081
4534,Susan Cooper,1977.0,Silver on the Tree,"Silver on the Tree (The Dark is Rising, #5)",eng,4.16,25818,27545,552,254,918,4890,9674,11809
4541,Gary D. Schmidt,2011.0,Okay for Now,Okay for Now,en-US,4.19,24254,25127,4481,660,1007,3354,7999,12107
4559,Carrie Jones,2010.0,Entice,"Entice (Need, #3)",en-GB,4.03,28584,29382,1231,598,1718,6219,8616,12231
4562,Melissa Marr,2011.0,Darkest Mercy,"Darkest Mercy (Wicked Lovely, #5)",en-US,4.11,29069,29977,1552,525,1459,5633,9039,13321
4572,Kass Morgan,2013.0,The 100,"The 100 (The 100, #1)",eng,3.56,26762,32930,4827,1350,3689,10288,10540,7063
4573,Alexandra Adornetto,2011.0,Hades,"Hades (Halo, #2)",eng,3.97,27679,28626,1517,1090,2001,5536,7936,12063
4577,Gabrielle Zevin,2007.0,Memoirs of a Teenage Amnesiac,Memoirs of a Teenage Amnesiac,en-US,3.7,28373,30640,2446,650,2763,9095,10844,7288
4578,"Brian Jacques, Gary Chalk",1992.0,Salamandastron,"Salamandastron (Redwall, #5)",en-US,4.05,23723,24566,249,152,750,5606,9264,8794
4580,Holly Black,2007.0,Ironside: A Modern Faery's Tale,"Ironside (Modern Faerie Tales, #3)",,4.04,29416,30567,903,379,1457,6461,10409,11861
4581,Melina Marchetta,2008.0,Finnikin of the Rock,"Finnikin of the Rock (Lumatere Chronicles, #1)",eng,3.93,29401,33187,4036,1635,2131,5900,10740,12781
4587,Kiersten White,2011.0,Supernaturally,"Supernaturally (Paranormalcy, #2)",en-US,3.92,32807,33985,2251,603,2132,8452,10977,11821
4596,Richard Paul Evans,2011.0,The Prisoner of Cell 25,"The Prisoner of Cell 25 (Michael Vey, #1)",,4.19,24672,26165,3804,335,878,4137,8941,11874
4599,Cinda Williams Chima,2012.0,The Crimson Crown,"The Crimson Crown (Seven Realms, #4)",eng,4.48,27279,28763,2208,216,415,2352,8063,17717
4612,"Edward Bloor, Danny De Vito",1997.0,Tangerine,Tangerine,eng,3.61,23053,24062,2269,1466,2468,6162,7873,6093
4623,Rysa Walker,2012.0,Time's Twisted Arrow ,"Timebound (The Chronos Files, #1)",eng,3.87,22031,22691,2232,428,1266,5494,9196,6307
4644,Alison Goodman,2011.0,Eona: The Last Dragoneye,"Eona: The Last Dragoneye (Eon, #2)",eng,4.12,29756,31455,2266,521,1455,5496,10324,13659
4645,Louisa May Alcott,1874.0,Eight Cousins,"Eight Cousins (Eight Cousins, #1)",eng,4.02,27612,29751,832,535,1283,6430,10402,11101
4650,Susan Cooper,1975.0,The Grey King,"The Grey King (The Dark Is Rising, #4)",eng,4.18,28027,29999,678,266,798,5218,10585,13132
4655,Claire LaZebnik,2011.0,Epic Fail,Epic Fail,en-US,3.73,29207,30179,2201,817,2634,8930,9261,8537
4665,D.J. MacHale,2007.0,The Pilgrims of Rayne,"The Pilgrims of Rayne (Pendragon, #8)",,4.14,21540,22047,288,282,886,4024,7089,9766
4667,Anthony Horowitz,2011.0,Scorpia Rising,Scorpia Rising (Alex Rider #9),eng,4.29,23268,24512,984,265,669,3360,7501,12717
4669,Meg Cabot,2008.0,Forever Princess,"Forever Princess (The Princess Diaries, #10)",,4.08,28127,29733,1018,436,1474,6210,8697,12916
4675,Anthony Horowitz,2009.0,Crocodile Tears,"Crocodile Tears (Alex Rider, #8)",eng,4.18,23068,24561,759,204,804,4240,8379,10934
4698,L.M. Montgomery,1921.0,Rilla of Ingleside,"Rilla of Ingleside (Anne of Green Gables, #8)",eng,4.16,29277,31379,1160,305,1311,5696,9945,14122
4705,Ann Aguirre,2012.0,Outpost,"Outpost (Razorland, #2)",en-US,4.12,25650,27482,2003,335,958,4840,10417,10932
4710,Gail Carriger,2013.0,Etiquette & Espionage,"Etiquette & Espionage (Finishing School, #1)",en-CA,3.79,29821,34613,5256,1096,2352,8632,13038,9495
4712,Tamora Pierce,1997.0,Sandry's Book,"Sandry's Book (Circle of Magic, #1)",en-US,3.99,30169,31992,809,376,1573,7466,11106,11471
4720,Suzanne Collins,2006.0,Gregor and the Marks of Secret,"Gregor and the Marks of Secret (Underland Chronicles, #4)",eng,4.21,23727,25671,1041,178,557,4117,9617,11202
4745,Brandon Sanderson,2013.0,Mitosis,"Mitosis (The Reckoners, #1.5)",eng,3.87,17250,22181,1477,69,714,6245,10075,5078
4750,Linda Sue Park,2010.0,A Long Walk to Water,A Long Walk to Water: Based on a True Story,eng,4.23,21593,24076,3832,277,661,3284,8965,10889
4751,Michael  Grant,2013.0,Light,"Light (Gone, #6)",eng,4.4,23730,26356,2459,303,618,2811,7216,15408
4761,C.C. Hunter,2012.0,Whispers at Moonrise ,"Whispers at Moonrise (Shadow Falls, #4)",eng,4.38,28430,29922,1339,212,657,3437,8916,16700
4770,David Levithan,2013.0,Two Boys Kissing,Two Boys Kissing,eng,4.11,24587,27058,3187,1030,1238,4237,7808,12745
4775,Tamora Pierce,2009.0,"Bloodhound (Beka Cooper, #2)","Bloodhound (Beka Cooper, #2)",eng,4.26,29414,30570,993,216,826,4450,10390,14688
4782,Angie Sage,2009.0,Syren,"Syren (Septimus Heap, #5)",eng,4.1,25245,26679,746,295,1064,5244,9193,10883
4800,Clive Barker,1992.0,The Thief of Always,The Thief of Always,eng,4.18,19799,22200,1275,138,613,3904,7989,9556
4815,Judy Blume,1974.0,Blubber,Blubber,en-GB,3.78,25402,27462,961,486,1685,8274,9879,7138
4819,Meg Cabot,2008.0,Airhead ,"Airhead (Airhead, #1)",eng,3.77,32457,34101,2002,875,2861,9350,11142,9873
4821,Beth Fantaskey,2000.0,Jessica's Guide to Dating on the Dark Side,"Jessica's Guide to Dating on the Dark Side (Jessica, #1)",en-US,3.85,32763,35481,2799,1142,2833,8503,10877,12126
4830,Richelle Mead,2015.0,The Ruby Circle,"The Ruby Circle (Bloodlines, #6)",eng,4.22,29260,32890,4043,287,1123,5153,10792,15535
4907,Mike Lupica,2006.0,Heat,Heat,en-US,3.97,16579,16831,1229,382,875,3657,5951,5966
4911,"Rick Riordan, Tk",2009.0,Percy Jackson and the Olympians,"Percy Jackson and the Olympians Boxed Set (Percy Jackson and the Olympians, #1-5)",,4.57,19555,22766,850,173,279,1678,4957,15679
4916,Darren Shan,2001.0,"Trials of Death (Cirque du Freak, #5) ","Trials of Death (Cirque Du Freak, #5)",,4.25,22157,24259,620,126,725,3793,7871,11744
4925,Terry Pratchett,2008.0,Nation,Nation,en-US,4.05,22466,26588,2441,365,1225,5215,9721,10062
4934,Kathryn Erskine,2010.0,Mockingbird,Mockingbird,eng,4.18,21138,23766,3626,249,703,3854,8755,10205
4937,Zilpha Keatley Snyder,1967.0,The Egypt Game,"The Egypt Game (Game, #1)",eng,3.81,26657,28206,1140,798,2070,7229,9716,8393
4950,Ruta Sepetys,2013.0,Out of the Easy,Out of the Easy,eng,4.05,25913,28925,4388,464,985,5290,11982,10204
4965,S.E. Hinton,1971.0,"That Was Then, This Is Now","That Was Then, This Is Now",en-US,3.89,22946,24028,1384,311,1327,6324,8776,7290
4977,Ann Brashares,2011.0,Sisterhood Everlasting,"Sisterhood Everlasting (Sisterhood, #5)",eng,3.9,25849,29366,3796,555,1930,6759,10838,9284
4985,"Patricia C. Wrede, Peter de Sève",1985.0,Unknown,"Talking to Dragons (Enchanted Forest Chronicles, #4)",en-US,4.19,27948,29038,546,272,915,5074,9550,13227
4987,"Neil Gaiman, Chris Riddell",2014.0,The Sleeper and the Spindle,The Sleeper and the Spindle,eng,3.9,20889,24708,3642,861,1340,5238,9259,8010
5016,Neal Shusterman,2006.0,Everlost,"Everlost (Skinjacker, #1)",eng,3.94,24506,25778,2431,587,1528,5731,8966,8966
5018,"John Grisham, Richard Thomas",2010.0,"Theodore Boone, Kid Lawyer","Theodore Boone: Kid Lawyer (Theodore Boone, #1)",eng,3.72,19284,23368,2965,609,1937,6872,7939,6011
5020,Richard Peck,2000.0,A Year Down Yonder,"A Year Down Yonder (A Long Way from Chicago, #2)",eng,4.1,23310,24350,1635,454,1004,4422,8278,10192
5022,Carlos Ruiz Zafón,1999.0,Marina,Marina,spa,3.99,18260,24929,1976,304,1299,5383,9274,8669
5025,Colleen Houck,2011.0,Tiger's Voyage,"Tiger's Voyage (The Tiger Saga, #3)",eng,4.35,24495,26949,2140,398,938,3294,6616,15703
5029,Louise Rennison,2001.0,Knocked out by my nunga-nungas,"Knocked Out by My Nunga-Nungas (Confessions of Georgia Nicolson, #3)",en-US,3.97,24077,26587,590,400,1362,6431,8864,9530
5032,Libba Bray,2009.0,Going Bovine,Going Bovine,eng,3.65,26259,27233,3602,1693,2996,6374,8229,7941
5034,Carrie Ryan,2010.0,The Dead-Tossed Waves ,"The Dead-Tossed Waves (The Forest of Hands and Teeth, #2)",en-US,3.91,26347,28001,2640,669,1921,6150,9683,9578
5036,Clare Vanderpool,2010.0,Moon Over Manifest,Moon Over Manifest,eng,4.02,23298,24791,4041,567,1125,4570,9591,8938
5038,"Jessica Anthony, Rodrigo Corral",2012.0,Unknown,Chopsticks,eng,3.72,18375,18377,1508,1062,1779,4481,4964,6091
5040,James Dashner,2013.0,The Eye of Minds,"The Eye of Minds (The Mortality Doctrine, #1)",eng,3.85,22637,26536,3517,732,2073,6145,9021,8565
5045,"Isabel Allende, Margaret Sayers Peden",2002.0,La ciudad de las bestias,"City of the Beasts (Eagle and Jaguar, #1)",eng,3.69,15497,22122,1155,635,2134,6280,7515,5558
5048,Meg Cabot,2003.0,Haunted,"Haunted (The Mediator, #5)",eng,4.15,29460,31368,681,195,998,5959,10981,13235
5049,Anne McCaffrey,1979.0,"Dragondrums (Pern: Harper Hall, #3)","Dragondrums (Harper Hall, #3)",eng,4.04,25473,27874,429,109,1035,6595,9959,10176
5078,Lauren Conrad,2009.0,L.A. Candy,"L.A. Candy (L.A. Candy, #1)",en-US,3.36,21910,23402,2076,1192,3587,8352,6128,4143
5079,Kiera Cass,2009.0,The Siren,The Siren,eng,3.78,21740,32274,4550,1015,2807,8396,10194,9862
5085,Patrick Ness,2015.0,The Rest of Us Just Live Here,The Rest of Us Just Live Here,eng,3.76,23412,29416,5689,560,2098,8153,11561,7044
5105,Jennifer E. Smith,2014.0,The Geography of You and Me,The Geography of You and Me,eng,3.68,22368,25739,3043,718,2186,7881,8737,6217
5106,L.A. Weatherly,2010.0,Angel ,"Angel (Angel, #1)",eng,3.89,22262,29204,2217,906,2230,6529,9184,10355
5107,Brandon Mull,2012.0,"Seeds of Rebellion (Beyonders, #2)","Seeds of Rebellion (Beyonders, #2)",eng,4.25,20291,21071,1183,286,542,2943,7085,10215
5118,Marissa Meyer,2016.0,Stars Above,"Stars Above (The Lunar Chronicles, #4.5)",eng,4.27,29333,32063,5123,93,541,4650,12077,14702
5136,D.J. MacHale,2005.0,The Rivers of Zadaa,"The Rivers of Zadaa (Pendragon, #6)",eng,4.19,20264,20945,317,200,652,3562,7165,9366
5148,Courtney Allison Moulton,2011.0,Angelfire,"Angelfire (Angelfire, #1)",en-US,3.93,27704,28225,1977,1099,1997,5723,8294,11112
5159,Darren Shan,2002.0,"The Vampire Prince (Cirque Du Freak, #6)","The Vampire Prince (Cirque Du Freak, #6)",,4.23,20877,22989,546,140,695,3785,7526,10843
5169,Ellen Hopkins,2011.0,Unknown,"Perfect (Impulse, #2)",en-US,4.35,21089,21716,1443,207,566,2740,6156,12047
5184,"Stephanie Perkins, Holly Black, Ally Carter, Matt de la Pena, Gayle Forman, Jenny Han, David Levithan, Kelly Link, Myra McEntire, Rainbow Rowell, Laini Taylor, Kiersten White",2014.0,My True Love Gave to Me: Twelve Holiday Stories,My True Love Gave to Me: Twelve Holiday Stories,eng,3.73,22480,26790,5521,564,1459,8074,11293,5400
5193,Melissa de la Cruz,2011.0,Lost In Time,"Lost in Time (Blue Bloods, #6)",eng,4.05,23154,24147,874,446,1312,4980,7271,10138
5194,Meg Cabot,2001.0,Ninth Key,"Ninth Key (The Mediator, #2)",eng,4.07,29922,32154,862,130,1117,7226,11740,11941
5199,Jacqueline Kelly,2009.0,The Evolution of Calpurnia Tate,"The Evolution of Calpurnia Tate (Calpurnia Tate, #1)",en-US,3.97,22291,24382,4019,589,1194,4768,9552,8279
5200,Katie Alender,2009.0,Bad Girls Don't Die,"Bad Girls Don't Die (Bad Girls Don't Die, #1)",eng,4.07,18862,22673,2389,436,1243,4301,7121,9572
5221,Shannon Hale,2006.0,River Secrets,"River Secrets (The Books of Bayern, #3)",,4.03,27399,28983,2249,283,949,6330,11402,10019
5224,Aprilynne Pike,2011.0,Illusions,"Illusions (Wings, #3)",en-US,4.12,26291,27722,1603,365,1221,5155,9034,11947
5259,Marissa Meyer,2016.0,Heartless,Heartless,eng,4.06,33348,37000,8605,607,1824,6554,13618,14397
5260,Paul Zindel,1968.0,The Pigman,"The Pigman (The Pigman, #1)",eng,3.58,21278,22807,1156,867,2438,7087,7474,4941
5262,Meg Cabot,2011.0,Abandon,"Abandon (Abandon, #1)",eng,3.71,30934,33159,3639,1355,3226,8814,10202,9562
5267,Robert Muchamore,2004.0,"The Recruit (Cherub, #1)","The Recruit (Cherub, #1)",eng,4.22,19679,22294,1626,278,748,3258,7476,10534
5271,Amanda Hocking,2010.0,My Blood Approves,"My Blood Approves (My Blood Approves, #1)",eng,3.83,21707,26660,1704,1082,2098,6102,8365,9013
5278,Simone Elkeles,2010.0,Return to Paradise,"Return to Paradise (Leaving Paradise, #2)",eng,4.05,29043,29892,1430,488,1649,5939,9604,12212
5279,Jasmine Warga,2015.0,My Heart and Other Black Holes,My Heart and Other Black Holes,eng,4.02,22311,27878,4279,361,1319,5586,10822,9790
5281,Heather Brewer,2008.0,"Ninth Grade Slays (The Chronicles of Vladimir Tod, #2)","Ninth Grade Slays (The Chronicles of Vladimir Tod, #2)",en-US,4.14,20198,22539,1042,335,1014,4172,6613,10405
5308,Joelle Charbonneau,2014.0,Independent Study,"Independent Study (The Testing, #2)",eng,3.97,20593,23831,2060,198,1101,5398,9655,7479
5320,A.S. King,2010.0,Please Ignore Vera Dietz,Please Ignore Vera Dietz,eng,3.91,21728,23333,3056,527,1354,5128,9073,7251
5321,"Joseph Delaney, Patrick  Arrasmith",2005.0,The Spook's Curse,"Curse of the Bane (The Last Apprentice / Wardstone Chronicles, #2)",,4.1,18513,21917,942,146,670,4351,8401,8349
5322,L.J. Smith,1991.0,The Struggle,"The Struggle (The Vampire Diaries, #2)",eng,3.5,23840,29037,1058,1337,4057,9093,7745,6805
5328,Jennifer A. Nielsen,2013.0,The Runaway King,"The Runaway King (The Ascendance Trilogy, #2)",eng,4.23,24032,25793,2859,201,680,3764,9571,11577
5338,Susan Beth Pfeffer,2010.0,This World We Live In,"This World We Live In (Last Survivors, #3)",en-US,3.81,23711,25456,2390,480,2002,7003,8413,7558
5342,"James Patterson, Ned Rust",2010.0,The Gift,"The Gift (Witch & Wizard, #2)",,3.78,17070,23816,1413,661,2094,6195,7676,7190
5345,Holly Black,2010.0,White Cat,"White Cat (Curse Workers, #1)",eng,3.81,29444,32957,3960,929,2241,8031,12771,8985
5350,Lauren Oliver,2015.0,Vanishing Girls,Vanishing Girls,en-CA,3.59,19508,21289,3439,564,2228,6779,7484,4234
5352,"Angie Sage, Mark Zug",2011.0,Darke,"Darke (Septimus Heap, #6)",eng,4.23,21322,22337,701,228,641,3430,7529,10509
5362,Susane Colasanti,2009.0,Waiting For You,Waiting For You,eng,3.84,20236,20656,798,532,1570,5478,6263,6813
5372,Meg Cabot,2001.0,Reunion,"Reunion (The Mediator, #3)",eng,4.09,28944,30937,664,167,996,6742,11083,11949
5383,Meg Cabot,2001.0,Darkest Hour,"Darkest Hour (The Mediator, #4)",eng,4.16,28104,29910,685,140,791,5686,10675,12618
5390,D.J. MacHale,2009.0,The Soldiers of Halla,"The Soldiers of Halla (Pendragon, #10)",en-US,4.27,19502,19934,522,343,734,2903,5214,10740
5391,E. Lockhart,2005.0,"The Boyfriend List: 15 Guys, 11 Shrink Appointments, 4 Ceramic Frogs and Me, Ruby Oliver (Ruby Oliver, #1)","The Boyfriend List: 15 Guys, 11 Shrink Appointments, 4 Ceramic Frogs and Me, Ruby Oliver (Ruby Oliver, #1)",en-US,3.49,22687,24018,1724,1180,2926,7723,7355,4834
5393,Veronica Roth,2014.0,Four: The Initiate,"The Initiate (Divergent, #0.2)",eng,4.2,15505,20659,618,219,660,3651,6351,9778
5402,Meg Cabot,2003.0,Princess in Pink,"Princess in Pink (The Princess Diaries, #5)",eng,3.69,27057,29540,639,444,2504,10120,9222,7250
5403,Ellen Schreiber,2008.0,"The Coffin Club (Vampire Kisses, #5)","The Coffin Club (Vampire Kisses, #5)",eng,4.06,22257,23288,420,535,1556,4731,5573,10893
5406,Catherine Gilbert Murdock,2006.0,Dairy Queen,"Dairy Queen (Dairy Queen, #1)",eng,3.73,23306,24821,2448,1003,2010,6345,8742,6721
5432,Malinda Lo,2009.0,Ash,Ash,en-US,3.62,14513,23952,2762,1199,2553,6553,7467,6180
5434,Megan McCafferty,2003.0,"Second Helpings (Jessica Darling, #2)","Second Helpings (Jessica Darling, #2)",eng,4.08,23180,23834,831,290,960,4680,8457,9447
5436,Carolyn Mackler,2003.0,"The Earth, My Butt, and Other Big Round Things","The Earth, My Butt, and Other Big Round Things",eng,3.77,21129,22209,1459,474,1775,6478,7195,6287
